Category,Label,Question,Answer
NoOfPickFailCourses,8,how  many Fail courses i need to enroll,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many failed courses must I enroll in?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many fail classes do I need to retake?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many Fs require re-enrollment?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many failed subjects must I repeat?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many fail grades need retaking?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many failed credits do I need to redo?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many Fs force me to enroll again?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many fail courses should I retake?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many failed classes must I re-enroll in?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many F grades require repetition?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many fail courses do I have to repeat?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many failed courses need re-enrollment?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many Fs must I retake?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many fail classes should I redo?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many failed courses are mandatory to repeat?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many F grades do I need to retake?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many fail courses must I re-enroll for?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many failed subjects should I repeat?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many Fs require me to enroll again?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many fail classes must I retake?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many failed credits need retaking?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many F grades force re-enrollment?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many fail courses do I need to redo?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many failed classes should I retake?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many Fs must I re-enroll in?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many fail courses require repetition?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many failed subjects do I need to retake?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many F grades must I repeat?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many fail classes need re-enrollment?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many failed courses should I redo?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many Fs do I have to retake?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many fail courses must I repeat?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many failed credits require retaking?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many F grades should I re-enroll in?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many fail classes must I redo?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many failed subjects need repetition?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many Fs should I retake?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many fail courses require re-enrollment?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many failed classes do I need to repeat?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many F grades must I redo?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many fail courses need retaking?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many failed credits should I retake?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many Fs must I repeat?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many fail classes require re-enrollment?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many failed courses do I need to redo?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many F grades should I repeat?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many fail courses must I retake?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many failed subjects require retaking?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many Fs do I need to re-enroll in?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many fail classes should I repeat?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many failed credits must I retake?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many F grades need re-enrollment?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many fail courses do I have to redo?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many failed classes require repetition?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many Fs should I re-enroll in?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many fail courses must I repeat?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many failed subjects do I need to redo?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many F grades must I retake?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many fail classes need retaking?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many failed courses should I repeat?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many Fs require me to re-enroll?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many fail courses do I need to retake?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many failed credits must I repeat?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many F grades should I redo?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many fail classes require retaking?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many failed subjects must I retake?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many Fs do I need to repeat?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many fail courses should I re-enroll in?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many failed classes need redoing?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many F grades must I re-enroll for?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many fail courses do I have to repeat?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many failed credits require re-enrollment?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many Fs should I retake?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many fail classes must I redo?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many failed courses need repetition?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many F grades do I need to re-enroll in?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many fail courses require retaking?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many failed subjects should I retake?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many Fs must I redo?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many fail classes do I need to repeat?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many failed credits should I re-enroll in?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many F grades require retaking?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many fail courses must I re-enroll for?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many failed classes need retaking?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many Fs should I repeat?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many fail courses do I need to redo?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many failed subjects must I re-enroll in?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many F grades do I have to retake?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many fail classes require re-enrollment?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many failed courses must I repeat?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many Fs need retaking?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many fail courses should I re-enroll in?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many failed credits do I need to retake?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many F grades must I redo?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many fail classes should I repeat?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many failed subjects require re-enrollment?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many Fs do I need to re-enroll for?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many fail courses must I retake?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many failed classes should I redo?,You have to enroll <NoOfPickFailCourses> courses.
NoOfPickFailCourses,8,How many F grades need repetition?,You have to enroll <NoOfPickFailCourses> courses.
WhichFailCourses,9,Which Fail courses must need to enroll,You have to enroll <Courses>
WhichFailCourses,9,Which failed courses must I enroll in?,You have to enroll <Courses>
WhichFailCourses,9,Which fail classes do I need to retake?,You have to enroll <Courses>
WhichFailCourses,9,Which Fs require re-enrollment?,You have to enroll <Courses>
WhichFailCourses,9,Which failed subjects must I repeat?,You have to enroll <Courses>
WhichFailCourses,9,Which fail grades need retaking?,You have to enroll <Courses>
WhichFailCourses,9,Which failed credits do I need to redo?,You have to enroll <Courses>
WhichFailCourses,9,Which Fs force me to enroll again?,You have to enroll <Courses>
WhichFailCourses,9,Which fail courses should I retake?,You have to enroll <Courses>
WhichFailCourses,9,Which failed courses must I re-enroll in?,You have to enroll <Courses>
WhichFailCourses,9,Which F grades require repetition?,You have to enroll <Courses>
WhichFailCourses,9,Which fail courses do I have to repeat?,You have to enroll <Courses>
WhichFailCourses,9,Which failed courses need re-enrollment?,You have to enroll <Courses>
WhichFailCourses,9,Which Fs must I retake?,You have to enroll <Courses>
WhichFailCourses,9,Which fail classes should I redo?,You have to enroll <Courses>
WhichFailCourses,9,Which failed courses are mandatory to repeat?,You have to enroll <Courses>
WhichFailCourses,9,Which F grades do I need to retake?,You have to enroll <Courses>
WhichFailCourses,9,Which fail courses must I re-enroll for?,You have to enroll <Courses>
WhichFailCourses,9,Which failed subjects should I repeat?,You have to enroll <Courses>
WhichFailCourses,9,Which Fs require me to enroll again?,You have to enroll <Courses>
WhichFailCourses,9,Which fail classes must I retake?,You have to enroll <Courses>
WhichFailCourses,9,Which failed credits need retaking?,You have to enroll <Courses>
WhichFailCourses,9,Which F grades force re-enrollment?,You have to enroll <Courses>
WhichFailCourses,9,Which fail courses do I need to redo?,You have to enroll <Courses>
WhichFailCourses,9,Which failed classes should I retake?,You have to enroll <Courses>
WhichFailCourses,9,Which Fs must I re-enroll in?,You have to enroll <Courses>
WhichFailCourses,9,Which fail courses require repetition?,You have to enroll <Courses>
WhichFailCourses,9,Which failed subjects do I need to retake?,You have to enroll <Courses>
WhichFailCourses,9,Which F grades must I repeat?,You have to enroll <Courses>
WhichFailCourses,9,Which fail classes need re-enrollment?,You have to enroll <Courses>
WhichFailCourses,9,Which failed courses should I redo?,You have to enroll <Courses>
WhichFailCourses,9,Which Fs do I have to retake?,You have to enroll <Courses>
WhichFailCourses,9,Which fail courses must I repeat?,You have to enroll <Courses>
WhichFailCourses,9,Which failed credits require retaking?,You have to enroll <Courses>
WhichFailCourses,9,Which F grades should I re-enroll in?,You have to enroll <Courses>
WhichFailCourses,9,Which fail classes must I redo?,You have to enroll <Courses>
WhichFailCourses,9,Which failed subjects need repetition?,You have to enroll <Courses>
WhichFailCourses,9,Which Fs should I retake?,You have to enroll <Courses>
WhichFailCourses,9,Which fail courses require re-enrollment?,You have to enroll <Courses>
WhichFailCourses,9,Which failed classes do I need to repeat?,You have to enroll <Courses>
WhichFailCourses,9,Which F grades must I redo?,You have to enroll <Courses>
WhichFailCourses,9,Which fail courses need retaking?,You have to enroll <Courses>
WhichFailCourses,9,Which failed credits should I retake?,You have to enroll <Courses>
WhichFailCourses,9,Which Fs must I repeat?,You have to enroll <Courses>
WhichFailCourses,9,Which fail classes require re-enrollment?,You have to enroll <Courses>
WhichFailCourses,9,Which failed courses do I need to redo?,You have to enroll <Courses>
WhichFailCourses,9,Which F grades should I repeat?,You have to enroll <Courses>
WhichFailCourses,9,Which fail courses must I retake?,You have to enroll <Courses>
WhichFailCourses,9,Which failed subjects require retaking?,You have to enroll <Courses>
WhichFailCourses,9,Which Fs do I need to re-enroll in?,You have to enroll <Courses>
WhichFailCourses,9,Which fail classes should I repeat?,You have to enroll <Courses>
WhichFailCourses,9,Which failed credits must I retake?,You have to enroll <Courses>
WhichFailCourses,9,Which F grades need re-enrollment?,You have to enroll <Courses>
WhichFailCourses,9,Which fail courses do I have to redo?,You have to enroll <Courses>
WhichFailCourses,9,Which failed classes require repetition?,You have to enroll <Courses>
WhichFailCourses,9,Which Fs should I re-enroll in?,You have to enroll <Courses>
WhichFailCourses,9,Which fail courses must I repeat?,You have to enroll <Courses>
WhichFailCourses,9,Which failed subjects do I need to redo?,You have to enroll <Courses>
WhichFailCourses,9,Which F grades must I retake?,You have to enroll <Courses>
WhichFailCourses,9,Which fail classes need retaking?,You have to enroll <Courses>
WhichFailCourses,9,Which failed courses should I repeat?,You have to enroll <Courses>
WhichFailCourses,9,Which Fs require me to re-enroll?,You have to enroll <Courses>
WhichFailCourses,9,Which fail courses do I need to retake?,You have to enroll <Courses>
WhichFailCourses,9,Which failed credits must I repeat?,You have to enroll <Courses>
WhichFailCourses,9,Which F grades should I redo?,You have to enroll <Courses>
WhichFailCourses,9,Which fail classes require retaking?,You have to enroll <Courses>
WhichFailCourses,9,Which failed subjects must I retake?,You have to enroll <Courses>
WhichFailCourses,9,Which Fs do I need to repeat?,You have to enroll <Courses>
WhichFailCourses,9,Which fail courses should I re-enroll in?,You have to enroll <Courses>
WhichFailCourses,9,Which failed classes need redoing?,You have to enroll <Courses>
WhichFailCourses,9,Which F grades must I re-enroll for?,You have to enroll <Courses>
WhichFailCourses,9,Which fail courses do I have to repeat?,You have to enroll <Courses>
WhichFailCourses,9,Which failed credits require re-enrollment?,You have to enroll <Courses>
WhichFailCourses,9,Which Fs should I retake?,You have to enroll <Courses>
WhichFailCourses,9,Which fail classes must I redo?,You have to enroll <Courses>
WhichFailCourses,9,Which failed courses need repetition?,You have to enroll <Courses>
WhichFailCourses,9,Which F grades do I need to re-enroll in?,You have to enroll <Courses>
WhichFailCourses,9,Which fail courses require retaking?,You have to enroll <Courses>
WhichFailCourses,9,Which failed subjects should I retake?,You have to enroll <Courses>
WhichFailCourses,9,Which Fs must I redo?,You have to enroll <Courses>
WhichFailCourses,9,Which fail classes do I need to repeat?,You have to enroll <Courses>
WhichFailCourses,9,Which failed credits should I re-enroll in?,You have to enroll <Courses>
WhichFailCourses,9,Which F grades require retaking?,You have to enroll <Courses>
WhichFailCourses,9,Which fail courses must I re-enroll for?,You have to enroll <Courses>
WhichFailCourses,9,Which failed classes need retaking?,You have to enroll <Courses>
WhichFailCourses,9,Which Fs should I repeat?,You have to enroll <Courses>
WhichFailCourses,9,Which fail courses do I need to redo?,You have to enroll <Courses>
WhichFailCourses,9,Which failed subjects must I re-enroll in?,You have to enroll <Courses>
WhichFailCourses,9,Which F grades do I have to retake?,You have to enroll <Courses>
WhichFailCourses,9,Which fail classes require re-enrollment?,You have to enroll <Courses>
WhichFailCourses,9,Which failed courses must I repeat?,You have to enroll <Courses>
WhichFailCourses,9,Which Fs need retaking?,You have to enroll <Courses>
WhichFailCourses,9,Which fail courses should I re-enroll in?,You have to enroll <Courses>
WhichFailCourses,9,Which failed credits do I need to retake?,You have to enroll <Courses>
WhichFailCourses,9,Which F grades must I redo?,You have to enroll <Courses>
WhichFailCourses,9,Which fail classes should I repeat?,You have to enroll <Courses>
WhichFailCourses,9,Which failed subjects require re-enrollment?,You have to enroll <Courses>
WhichFailCourses,9,Which Fs do I need to re-enroll for?,You have to enroll <Courses>
WhichFailCourses,9,Which fail courses must I retake?,You have to enroll <Courses>
WhichFailCourses,9,Which failed classes should I redo?,You have to enroll <Courses>
WhichFailCourses,9,Which F grades need repetition?,You have to enroll <Courses>
DoubleDrop,10,Am I going to double drop?,<DoubleDrop>
DoubleDrop,10,Will I have to double drop?,<DoubleDrop>
DoubleDrop,10,Is double dropping required?,<DoubleDrop>
DoubleDrop,10,Should I double drop?,<DoubleDrop>
DoubleDrop,10,Do I doing to double drop?,<DoubleDrop>
DoubleDrop,10,Must I double drop?,<DoubleDrop>
DoubleDrop,10,Is double dropping mandatory?,<DoubleDrop>
DoubleDrop,10,Will I be forced to double drop?,<DoubleDrop>
DoubleDrop,10,Should I double drop my courses?,<DoubleDrop>
DoubleDrop,10,Am I required to double drop?,<DoubleDrop>
DoubleDrop,10,Is double dropping the right choice?,<DoubleDrop>
DoubleDrop,10,Do I have to double drop now?,<DoubleDrop>
DoubleDrop,10,Will I end up double dropping?,<DoubleDrop>
DoubleDrop,10,Should I double drop to fix my grades?,<DoubleDrop>
DoubleDrop,10,Am I at risk of double dropping?,<DoubleDrop>
DoubleDrop,10,Is double dropping inevitable?,<DoubleDrop>
DoubleDrop,10,Do I going to double drop to recover?,<DoubleDrop>
DoubleDrop,10,Should I double drop to avoid failing?,<DoubleDrop>
DoubleDrop,10,Am I likely to double drop?,<DoubleDrop>
DoubleDrop,10,Will double dropping help me?,<DoubleDrop>
DoubleDrop,10,Should I double drop to improve my GPA?,<DoubleDrop>
DoubleDrop,10,Do I have to double drop to stay enrolled?,<DoubleDrop>
DoubleDrop,10,Is double dropping the best option?,<DoubleDrop>
DoubleDrop,10,Will I need to double drop next term?,<DoubleDrop>
DoubleDrop,10,Should I double drop to reduce stress?,<DoubleDrop>
DoubleDrop,10,Am I going to double drop this term?,<DoubleDrop>
DoubleDrop,10,Do I need to double drop to pass?,<DoubleDrop>
DoubleDrop,10,Should I double drop to avoid probation?,<DoubleDrop>
DoubleDrop,10,Will I have to double drop my classes?,<DoubleDrop>
DoubleDrop,10,Is double dropping necessary to graduate?,<DoubleDrop>
DoubleDrop,10,Should I double drop to retake courses?,<DoubleDrop>
DoubleDrop,10,Am I going to double drop my program?,<DoubleDrop>
DoubleDrop,10,Do I need to double drop to reset?,<DoubleDrop>
DoubleDrop,10,Should I double drop to focus on health?,<DoubleDrop>
DoubleDrop,10,Will I have to double drop due to grades?,<DoubleDrop>
DoubleDrop,10,Is double dropping required for my major?,<DoubleDrop>
DoubleDrop,10,Should I double drop to avoid suspension?,<DoubleDrop>
DoubleDrop,10,Am I going to double drop this year?,<DoubleDrop>
DoubleDrop,10,Do I need to double drop to stay on track?,<DoubleDrop>
DoubleDrop,10,Should I double drop to avoid dismissal?,<DoubleDrop>
DoubleDrop,10,Will I have to double drop to recover GPA?,<DoubleDrop>
DoubleDrop,10,Is double dropping the only way out?,<DoubleDrop>
DoubleDrop,10,Should I double drop to avoid academic penalties?,<DoubleDrop>
DoubleDrop,10,Am I going to double drop next semester?,<DoubleDrop>
DoubleDrop,10,Do I need to double drop to fix my record?,<DoubleDrop>
DoubleDrop,10,Should I double drop to avoid failing out?,<DoubleDrop>
DoubleDrop,10,Will I have to double drop to meet requirements?,<DoubleDrop>
DoubleDrop,10,Is double dropping the best way forward?,<DoubleDrop>
DoubleDrop,10,Should I double drop to avoid repeating?,<DoubleDrop>
DoubleDrop,10,Am I going to double drop to save my GPA?,<DoubleDrop>
DoubleDrop,10,Do I need to double drop to avoid expulsion?,<DoubleDrop>
DoubleDrop,10,Should I double drop to avoid academic probation?,<DoubleDrop>
DoubleDrop,10,Will I have to double drop to avoid failing?,<DoubleDrop>
DoubleDrop,10,Is double dropping the only solution?,<DoubleDrop>
DoubleDrop,10,Should I double drop to avoid repeating courses?,<DoubleDrop>
DoubleDrop,10,Am I going to double drop to avoid penalties?,<DoubleDrop>
DoubleDrop,10,Do I need to double drop to avoid suspension?,<DoubleDrop>
DoubleDrop,10,Should I double drop to avoid academic dismissal?,<DoubleDrop>
DoubleDrop,10,Will I have to double drop to avoid failing out?,<DoubleDrop>
DoubleDrop,10,Is double dropping the best way to recover?,<DoubleDrop>
DoubleDrop,10,Should I double drop to avoid repeating classes?,<DoubleDrop>
DoubleDrop,10,Am I going to double drop to avoid expulsion?,<DoubleDrop>
DoubleDrop,10,Do I need to double drop to avoid academic probation?,<DoubleDrop>
DoubleDrop,10,Should I double drop to avoid failing grades?,<DoubleDrop>
DoubleDrop,10,Will I have to double drop to avoid penalties?,<DoubleDrop>
DoubleDrop,10,Is double dropping the only way to recover?,<DoubleDrop>
DoubleDrop,10,Should I double drop to avoid repeating courses?,<DoubleDrop>
DoubleDrop,10,Am I going to double drop to avoid suspension?,<DoubleDrop>
DoubleDrop,10,Do I need to double drop to avoid dismissal?,<DoubleDrop>
DoubleDrop,10,Should I double drop to avoid failing out?,<DoubleDrop>
DoubleDrop,10,Will I have to double drop to avoid academic probation?,<DoubleDrop>
DoubleDrop,10,Is double dropping the best way to recover?,<DoubleDrop>
DoubleDrop,10,Should I double drop to avoid repeating classes?,<DoubleDrop>
DoubleDrop,10,Am I going to double drop to avoid expulsion?,<DoubleDrop>
DoubleDrop,10,Do I need to double drop to avoid academic probation?,<DoubleDrop>
DoubleDrop,10,Should I double drop to avoid failing grades?,<DoubleDrop>
DoubleDrop,10,Will I have to double drop to avoid penalties?,<DoubleDrop>
DoubleDrop,10,Is double dropping the only way to recover?,<DoubleDrop>
DoubleDrop,10,Should I double drop to avoid repeating courses?,<DoubleDrop>
DoubleDrop,10,Am I going to double drop to avoid suspension?,<DoubleDrop>
DoubleDrop,10,Do I need to double drop to avoid dismissal?,<DoubleDrop>
DoubleDrop,10,Should I double drop to avoid failing out?,<DoubleDrop>
DoubleDrop,10,Will I have to double drop to avoid academic probation?,<DoubleDrop>
DoubleDrop,10,Is double dropping the best way to recover?,<DoubleDrop>
DoubleDrop,10,Should I double drop to avoid repeating classes?,<DoubleDrop>
DoubleDrop,10,Am I going to double drop to avoid expulsion?,<DoubleDrop>
DoubleDrop,10,Do I need to double drop to avoid academic probation?,<DoubleDrop>
DoubleDrop,10,Should I double drop to avoid failing grades?,<DoubleDrop>
DoubleDrop,10,Will I have to double drop to avoid penalties?,<DoubleDrop>
DoubleDrop,10,Is double dropping the only way to recover?,<DoubleDrop>
DoubleDrop,10,Should I double drop to avoid repeating courses?,<DoubleDrop>
DoubleDrop,10,Am I going to double drop to avoid suspension?,<DoubleDrop>
DoubleDrop,10,Do I need to double drop to avoid dismissal?,<DoubleDrop>
DoubleDrop,10,Should I double drop to avoid failing out?,<DoubleDrop>
DoubleDrop,10,Will I have to double drop to avoid academic probation?,<DoubleDrop>
DoubleDrop,10,Is double dropping the best way to recover?,<DoubleDrop>
DoubleDrop,10,Should I double drop to avoid repeating classes?,<DoubleDrop>
DoubleDrop,10,Am I going to double drop to avoid expulsion?,<DoubleDrop>
DoubleDrop,10,Do I need to double drop to avoid academic probation?,<DoubleDrop>
DoubleDrop,10,Should I double drop to avoid failing grades?,<DoubleDrop>
DoubleDrop,10,Am I going to double drop?,<DoubleDrop>
PromoteSemester,11,Will I promote to next semester?,<Promotion>
PromoteSemester,11,Will I promote to next semester?,<Promotion>
PromoteSemester,11,Am I going to the next semester?,<Promotion>
PromoteSemester,11,Will I move to the next term?,<Promotion>
PromoteSemester,11,Can I advance to the next semester?,<Promotion>
PromoteSemester,11,Will I progress to the next semester?,<Promotion>
PromoteSemester,11,Am I eligible for the next semester?,<Promotion>
PromoteSemester,11,Will I pass to the next semester?,<Promotion>
PromoteSemester,11,Can I move forward to the next term?,<Promotion>
PromoteSemester,11,Will I continue to the next semester?,<Promotion>
PromoteSemester,11,Am I ready for the next semester?,<Promotion>
PromoteSemester,11,Will I qualify for the next semester?,<Promotion>
PromoteSemester,11,Can I proceed to the next semester?,<Promotion>
PromoteSemester,11,Will I make it to the next semester?,<Promotion>
PromoteSemester,11,Am I on track for the next semester?,<Promotion>
PromoteSemester,11,Will I transition to the next semester?,<Promotion>
PromoteSemester,11,Can I advance to the next term?,<Promotion>
PromoteSemester,11,Will I be promoted to the next semester?,<Promotion>
PromoteSemester,11,Am I set for the next semester?,<Promotion>
PromoteSemester,11,Will I go to the next semester?,<Promotion>
PromoteSemester,11,Can I move to the next semester?,<Promotion>
PromoteSemester,11,Will I reach the next semester?,<Promotion>
PromoteSemester,11,Am I approved for the next semester?,<Promotion>
PromoteSemester,11,Will I shift to the next semester?,<Promotion>
PromoteSemester,11,Can I progress to the next semester?,<Promotion>
PromoteSemester,11,Will I enter the next semester?,<Promotion>
PromoteSemester,11,Am I cleared for the next semester?,<Promotion>
PromoteSemester,11,Will I step up to the next semester?,<Promotion>
PromoteSemester,11,Can I qualify for the next semester?,<Promotion>
PromoteSemester,11,Will I advance to the next term?,<Promotion>
PromoteSemester,11,Am I moving to the next semester?,<Promotion>
PromoteSemester,11,Will I get to the next semester?,<Promotion>
PromoteSemester,11,Can I pass to the next semester?,<Promotion>
PromoteSemester,11,Will I proceed to the next semester?,<Promotion>
PromoteSemester,11,Am I promoted to the next semester?,<Promotion>
PromoteSemester,11,Will I continue to the next term?,<Promotion>
PromoteSemester,11,Can I transition to the next semester?,<Promotion>
PromoteSemester,11,Will I make it to the next term?,<Promotion>
PromoteSemester,11,Am I advancing to the next semester?,<Promotion>
PromoteSemester,11,Will I go forward to the next semester?,<Promotion>
PromoteSemester,11,Can I move forward to the next semester?,<Promotion>
PromoteSemester,11,Will I progress to the next term?,<Promotion>
PromoteSemester,11,Am I shifting to the next semester?,<Promotion>
PromoteSemester,11,Will I step into the next semester?,<Promotion>
PromoteSemester,11,Can I enter the next semester?,<Promotion>
PromoteSemester,11,Will I be in the next semester?,<Promotion>
PromoteSemester,11,Am I progressing to the next semester?,<Promotion>
PromoteSemester,11,Will I qualify for the next term?,<Promotion>
PromoteSemester,11,Can I reach the next semester?,<Promotion>
PromoteSemester,11,Will I move ahead to the next semester?,<Promotion>
PromoteSemester,11,Am I stepping up to the next semester?,<Promotion>
PromoteSemester,11,Will I advance to the next semester?,<Promotion>
PromoteSemester,11,Can I proceed to the next term?,<Promotion>
PromoteSemester,11,Will I transition to the next term?,<Promotion>
PromoteSemester,11,Am I moving forward to the next semester?,<Promotion>
PromoteSemester,11,Will I get promoted to the next semester?,<Promotion>
PromoteSemester,11,Can I shift to the next semester?,<Promotion>
PromoteSemester,11,Will I continue to the next semester?,<Promotion>
PromoteSemester,11,Am I stepping into the next semester?,<Promotion>
